City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Saint-Francois,FR,46.4154,3.9054,51.67,93,0,2.3,clear sky
330,Axim,GH,4.8699,-2.2405,75.31,90,79,8.12,light rain
331,Pathein,MM,16.7833,94.7333,81.54,84,95,3.94,overcast clouds
332,Vadso,NO,70.0744,29.7487,54.48,87,20,10.36,few clouds
333,Nyimba,ZM,-14.5566,30.8149,58.14,74,1,3.8,clear sky
334,Le Port,RE,-20.9373,55.2919,69.26,58,43,3.96,scattered clouds
335,Cabedelo,BR,-6.9811,-34.8339,75.87,87,53,12.66,light rain
336,Luino,IT,46.0019,8.7451,73.49,74,40,1.14,scattered clouds
337,Jaque,PA,7.5175,-78.1703,78.8,87,100,1.97,overcast clouds
338,Yar-Sale,RU,66.8333,70.8333,56.43,74,100,5.73,overcast clouds
339,Kamenka,RU,51.3223,42.7678,58.71,65,1,6.15,clear sky
340,Kismayo,SO,-0.3582,42.5454,76.01,80,100,20.33,overcast clouds
341,Faya,SA,18.3851,42.4509,66.72,28,99,1.79,overcast clouds
342,Pisco,PE,-13.7,-76.2167,62.65,77,2,12.66,haze
343,Laguna,US,38.421,-121.4238,85.32,49,0,13.8,clear sky
344,Vigrestad,NO,58.5667,5.7,55.96,89,100,25.84,overcast clouds
345,Myitkyina,MM,25.3833,97.4,79.5,94,98,1.57,overcast clouds
346,Tyshkivka,UA,48.4967,30.9423,64.67,80,90,13.44,overcast clouds
347,Altay,CN,47.8667,88.1167,65.39,46,0,1.66,clear sky
348,Pincher Creek,CA,49.4833,-113.952,63.05,77,100,5.75,overcast clouds
349,Listvyanka,RU,51.8535,104.8693,52.65,97,100,9.31,overcast clouds
350,Santiago Del Estero,AR,-27.7951,-64.2615,63.07,80,2,6.87,clear sky
351,Hambantota,LK,6.1241,81.1185,82.74,74,20,9.22,few clouds
352,Naze,JP,28.3667,129.4833,80.55,80,100,7.52,moderate rain
353,Mandvi,IN,22.8333,69.3667,83.34,84,54,8.97,broken clouds
354,Srednekolymsk,RU,67.45,153.6833,59.02,44,98,12.57,overcast clouds
355,Kavieng,PG,-2.5744,150.7967,83.16,73,98,9.42,light rain
356,Biak,ID,-0.9131,122.8766,77.52,80,100,3.85,overcast clouds
357,Dinghai,CN,26.2847,119.7936,81.52,86,6,10.16,clear sky
358,Qaqortoq,GL,60.7167,-46.0333,44.8,93,100,3.53,light rain
359,Hokitika,NZ,-42.7167,170.9667,51.85,62,100,5.73,overcast clouds
360,Motygino,RU,58.1831,94.7592,59.47,98,100,3.22,light rain
361,Luwuk,ID,-0.9516,122.7875,79.3,80,100,3.22,overcast clouds
362,Emba,KZ,48.8264,58.1442,58.59,78,100,5.46,overcast clouds
363,Mineros,BO,-17.1167,-63.2333,78.15,50,4,7.27,clear sky
364,Kushiro,JP,42.975,144.3747,61.75,94,75,4.61,broken clouds
365,Fare,PF,-16.7,-151.0167,79.12,67,0,8.05,clear sky
366,Bairiki,KI,1.3292,172.9752,86.0,70,75,13.8,broken clouds
367,Talaya,RU,61.3833,152.75,88.0,36,1,11.39,clear sky
368,Jalu,LY,29.0331,21.5482,81.41,38,0,8.32,clear sky
369,Mitu,CO,1.1983,-70.1733,73.8,89,96,1.97,overcast clouds
370,Talcahuano,CL,-36.7167,-73.1167,46.08,87,20,4.61,few clouds
371,Tazovskiy,RU,67.4667,78.7,50.97,74,97,7.45,overcast clouds
372,Palmer,US,42.1584,-72.3287,75.61,66,20,4.61,few clouds
373,San Cristobal,VE,7.7669,-72.225,73.58,95,33,2.95,scattered clouds
374,Bilma,NE,18.6853,12.9164,88.74,14,0,12.12,clear sky
375,Pangkalanbuun,ID,-2.6833,111.6167,81.27,77,25,2.28,scattered clouds
376,Mildura,AU,-34.2,142.15,52.07,79,0,15.37,clear sky
377,Tautira,PF,-17.7333,-149.15,77.43,77,2,11.5,moderate rain
378,Nizhniy Tsasuchey,RU,50.5167,115.1333,72.34,43,96,10.8,overcast clouds
379,Vestmannaeyjar,IS,63.4427,-20.2734,52.65,97,100,22.77,overcast clouds
380,Port Elizabeth,ZA,-33.918,25.5701,52.09,93,0,1.14,clear sky
381,Fort Nelson,CA,58.8053,-122.7002,78.39,38,75,5.75,broken clouds
382,Puerto Leguizamo,CO,-0.1934,-74.7819,70.99,98,99,1.05,overcast clouds
383,Misratah,LY,32.3754,15.0925,80.56,73,0,4.16,clear sky
384,Suar,IN,29.0333,79.05,86.99,64,100,9.8,overcast clouds
385,Casper,US,42.8666,-106.3131,81.19,28,0,21.85,clear sky
386,Trincomalee,LK,8.5711,81.2335,80.94,77,100,15.68,overcast clouds
387,Peniche,PT,39.3558,-9.3811,65.28,93,0,6.96,clear sky
388,Umm Lajj,SA,25.0213,37.2685,84.52,44,81,5.41,broken clouds
389,Shenjiamen,CN,29.9576,122.298,80.76,86,57,21.61,broken clouds
390,Kurud,IN,20.8322,81.7214,77.68,84,100,4.63,overcast clouds
391,Chokurdakh,RU,70.6333,147.9167,61.86,35,89,13.62,overcast clouds
392,Poronaysk,RU,49.2167,143.1167,62.15,87,54,8.19,broken clouds
393,Amurzet,RU,47.6967,131.0981,73.4,93,100,0.45,light rain
394,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,66,100,17.27,overcast clouds
395,Kudahuvadhoo,MV,2.6708,72.8944,81.75,79,100,4.36,light rain
396,Lamak,PH,10.3997,124.7389,85.01,68,29,3.27,scattered clouds
397,Kasempa,ZM,-13.4584,25.8338,50.76,63,0,5.06,clear sky
398,Codajas,BR,-3.8367,-62.0569,75.36,83,15,2.13,few clouds
399,Zelenogorskiy,RU,55.0333,87.0,56.73,99,100,3.36,light rain
400,Leh,IN,34.1667,77.5833,62.78,61,60,5.82,broken clouds
401,Nuuk,GL,64.1835,-51.7216,47.88,81,100,5.01,overcast clouds
402,Newport,GB,51.5877,-2.9984,64.45,82,53,9.08,broken clouds
403,Steinfurt,DE,52.1505,7.3366,63.84,84,100,14.56,overcast clouds
404,Cejkovice,CZ,48.9059,16.9423,61.25,74,87,2.86,overcast clouds
405,Hay River,CA,60.8156,-115.7999,71.58,43,75,6.91,broken clouds
406,Christchurch,NZ,-43.5333,172.6333,48.9,77,100,3.44,overcast clouds
407,Waupun,US,43.6333,-88.7296,74.86,90,42,6.62,scattered clouds
408,Provideniya,RU,64.3833,-173.3,50.11,87,100,11.18,fog
409,Yulara,AU,-25.2406,130.9889,52.02,26,0,11.43,clear sky
410,Longyearbyen,SJ,78.2186,15.6401,39.04,70,20,14.97,few clouds
411,Khani,GE,41.9563,42.9566,69.37,62,0,7.25,clear sky
412,Nadadores,MX,27.05,-101.6,101.25,26,90,16.6,overcast clouds
413,Najran,SA,17.4924,44.1277,83.05,24,100,6.82,overcast clouds
414,Chapais,CA,49.7834,-74.8492,60.58,60,13,2.24,few clouds
415,Morondava,MG,-20.2833,44.2833,65.62,77,0,8.46,clear sky
416,Kuopio,FI,62.8924,27.677,55.35,88,0,5.75,clear sky
417,Zhaotong,CN,27.3167,103.7167,69.71,66,0,1.88,clear sky
418,Korla,CN,41.7597,86.1469,81.18,14,7,14.41,clear sky
419,Salamanca,ES,40.8333,-6.0,63.0,61,0,11.54,clear sky
420,Kollegal,IN,12.15,77.1167,70.14,90,100,9.64,overcast clouds
421,Tacuarembo,UY,-31.7333,-55.9833,65.71,79,100,16.49,overcast clouds
422,Aquiraz,BR,-3.9014,-38.3911,78.19,83,96,16.04,overcast clouds
423,Shirokiy,RU,49.758,129.523,73.27,93,100,10.56,overcast clouds
424,Plettenberg Bay,ZA,-34.0527,23.3716,56.53,56,0,4.18,clear sky
425,Itarema,BR,-2.9248,-39.9167,78.1,79,8,13.69,clear sky
426,Ondjiva,AO,-17.0667,15.7333,56.3,44,0,7.58,clear sky
427,Lasa,IT,46.6166,10.7002,63.48,90,90,3.8,overcast clouds
428,Bathsheba,BB,13.2167,-59.5167,81.05,89,10,18.23,clear sky
429,Manthani,IN,18.65,79.6667,78.87,86,100,10.63,overcast clouds
430,Raudeberg,NO,61.9875,5.1352,50.67,80,100,13.02,overcast clouds
431,Ajdabiya,LY,30.7554,20.2263,78.15,73,0,8.81,clear sky
432,Japura,ID,-0.3167,102.35,79.34,82,25,2.28,scattered clouds
433,Yushan,CN,31.3776,120.9543,91.29,62,60,4.94,broken clouds
434,Metro,ID,-5.1131,105.3067,78.44,83,6,2.95,clear sky
435,Chumikan,RU,54.7183,135.315,73.06,68,27,8.08,scattered clouds
436,Maceio,BR,-9.6658,-35.7353,72.84,94,75,5.75,broken clouds
437,Ostrovnoy,RU,68.0531,39.5131,57.69,74,6,8.68,clear sky
438,Foxton,NZ,-40.4667,175.3,57.92,59,100,4.52,overcast clouds
439,Fortuna,US,40.5982,-124.1573,63.99,81,75,4.0,broken clouds
440,Pierre,US,44.3683,-100.351,83.86,63,0,8.05,clear sky
441,Novoilinsk,RU,51.6829,108.7143,71.67,39,31,6.46,scattered clouds
442,Poum,NC,-20.2333,164.0167,77.36,87,87,22.79,overcast clouds
443,Abha,SA,18.2164,42.5053,66.45,32,100,0.0,overcast clouds
444,Safaga,EG,26.7292,33.9365,86.04,30,0,15.17,clear sky
445,Ongandjera,NA,-17.8833,15.0667,59.05,38,0,6.93,clear sky
446,Bam,IR,29.106,58.357,85.01,19,94,10.65,overcast clouds
447,Muswellbrook,AU,-32.2667,150.9,60.33,94,100,2.21,overcast clouds
448,Najibabad,IN,29.6333,78.3333,81.9,79,100,8.32,overcast clouds
449,Alta Floresta,BR,-9.8756,-56.0861,71.24,49,12,1.79,few clouds
450,Lakes Entrance,AU,-37.8811,147.981,51.33,71,86,12.77,overcast clouds
451,Lotofaga,WS,-13.9764,-171.8578,87.58,78,28,20.42,light rain
452,Wellington,NZ,-41.2866,174.7756,53.26,89,100,4.61,overcast clouds
453,College,US,64.8569,-147.8028,83.08,42,75,3.44,smoke
454,Valdivia,CL,-39.8142,-73.2459,42.89,91,52,4.43,broken clouds
455,Gucheng,CN,35.9115,111.3192,86.97,44,0,3.0,clear sky
456,Alvaraes,BR,-3.2208,-64.8042,77.43,79,95,1.16,overcast clouds
457,Saravena,CO,6.9538,-71.8752,71.94,97,55,2.46,broken clouds
458,Gimli,CA,50.6336,-96.9907,66.22,88,0,11.5,clear sky
459,Soe,ID,-9.8607,124.284,67.55,64,99,4.92,overcast clouds
460,Kushnarenkovo,RU,55.105,55.3508,54.77,97,18,5.46,few clouds
461,Haljala,EE,59.4336,26.2614,50.5,93,0,5.75,clear sky
462,Manicore,BR,-5.8092,-61.3003,76.95,94,0,1.14,clear sky
463,Cayenne,GF,4.9333,-52.3333,81.09,5,40,5.01,scattered clouds
464,Marienburg,PL,54.0359,19.0266,58.87,88,76,8.52,broken clouds
465,Auki,SB,-8.7676,160.7034,84.09,68,92,4.65,overcast clouds
466,Krasnozerskoye,RU,53.9828,79.2374,60.06,87,97,7.76,overcast clouds
467,Pauini,BR,-7.7136,-66.9764,74.75,84,5,1.72,clear sky
468,Xacmaz,AZ,41.4635,48.806,63.93,64,0,4.23,clear sky
469,Beian,NO,63.6559,9.5683,52.02,87,75,23.02,broken clouds
470,Faranah,GN,10.0404,-10.7434,69.96,98,100,5.44,overcast clouds
471,Morehead,US,37.2711,-87.1764,87.55,72,0,0.0,clear sky
472,Soldotna,US,60.4878,-151.0583,63.95,76,75,9.22,broken clouds
473,Mitsamiouli,KM,-11.3847,43.2844,74.84,69,0,6.08,clear sky
474,Aden,YE,12.7794,45.0367,85.05,77,43,7.74,scattered clouds
475,Mundo Nuevo,MX,18.7,-95.5,81.84,78,100,11.86,overcast clouds
476,Port Hardy,CA,50.6996,-127.4199,60.98,82,75,6.91,light intensity shower rain
477,Carutapera,BR,-1.195,-46.02,73.76,93,12,5.21,few clouds
478,Sungaipenuh,ID,-2.0833,101.3833,70.36,79,12,0.56,few clouds
479,Zholymbet,KZ,51.7433,71.7122,58.77,75,100,11.07,overcast clouds
480,Gomel,BY,52.4345,30.9754,64.38,82,75,13.42,light rain
481,Coahuayana,MX,18.7333,-103.6833,81.79,81,100,2.8,overcast clouds
482,Vereya,RU,55.3447,36.1719,63.41,97,100,5.57,overcast clouds
483,Karasburg,NA,-28.0167,18.75,51.75,24,0,4.34,clear sky
484,Portland,US,45.5234,-122.6762,76.01,66,75,8.05,broken clouds
485,Akureyri,IS,65.6835,-18.0878,55.33,76,0,8.05,light rain
486,Brae,GB,60.3964,-1.353,50.2,85,100,19.42,overcast clouds
487,Manjacaze,MZ,-24.7117,33.8828,57.56,88,0,1.03,clear sky
488,Yazd,IR,31.8972,54.3675,78.91,22,1,9.22,clear sky
489,Aviles,ES,43.5547,-5.9248,63.93,94,75,3.44,broken clouds
490,Andra,RU,62.5147,65.8878,63.05,77,17,1.57,few clouds
491,Isangel,VU,-19.55,169.2667,80.56,75,100,8.59,overcast clouds
492,Kedrovyy,RU,56.1667,91.8167,57.87,98,100,4.36,light rain
493,Fatick,SN,14.3581,-16.5858,80.15,79,3,13.47,clear sky
494,Berlevag,NO,70.8578,29.0864,51.8,76,100,11.5,overcast clouds
495,Beringovskiy,RU,63.05,179.3167,48.61,79,57,6.02,broken clouds
496,Ayr,GB,55.4627,-4.6339,57.31,82,75,14.97,broken clouds
497,Lazaro Cardenas,MX,17.9583,-102.2,82.06,77,68,5.08,broken clouds
498,Byron Bay,AU,-28.65,153.6167,68.94,74,94,8.21,overcast clouds
499,Tuatapere,NZ,-46.1333,167.6833,46.36,72,100,4.5,overcast clouds
500,Sangar,RU,63.9242,127.4739,55.83,99,100,2.33,moderate rain
501,Pong,TH,19.1493,100.2752,75.67,99,100,1.86,overcast clouds
502,Newala,TZ,-10.9431,39.2787,60.06,90,50,3.85,scattered clouds
503,Dhanera,IN,24.5167,72.0167,83.25,77,98,8.75,light rain
504,Dhidhdhoo,MV,6.8833,73.1,81.7,82,100,16.42,overcast clouds
505,Port Macquarie,AU,-31.4333,152.9167,64.89,84,100,17.05,light rain
506,Port Lincoln,AU,-34.7333,135.8667,55.81,66,100,11.88,overcast clouds
507,Naryan-Mar,RU,67.6713,53.087,62.92,84,8,12.17,clear sky
508,Oxford,GB,51.7522,-1.256,63.88,80,74,12.53,broken clouds
509,Xai-Xai,MZ,-25.0519,33.6442,61.99,85,0,0.85,clear sky
510,Mbala,ZM,-8.8402,31.3659,52.52,70,3,9.69,clear sky
511,Portel,BR,-1.9356,-50.8211,76.73,79,31,3.29,scattered clouds
512,Murmashi,RU,68.8154,32.8115,52.21,100,0,2.24,clear sky
513,Bambous Virieux,MU,-20.3428,57.7575,70.05,60,75,11.5,broken clouds
514,Ust-Maya,RU,60.4167,134.5333,91.31,39,100,8.88,overcast clouds
515,Georgiyevka,KZ,43.0369,74.7114,66.24,68,40,2.24,scattered clouds
516,Horta,PT,38.5333,-28.6333,65.64,81,100,12.57,overcast clouds
517,Laukaa,RU,58.7372,29.8453,56.57,98,100,1.23,overcast clouds
518,Luba,GQ,3.4568,8.5547,76.89,89,99,5.55,light rain
519,Chicama,PE,-7.8447,-79.1469,59.54,84,16,5.68,few clouds
520,Champerico,GT,14.3,-91.9167,75.74,82,97,5.03,overcast clouds
521,Clearwater,US,27.9659,-82.8001,85.93,80,75,9.22,broken clouds
522,Hope,US,33.6671,-93.5916,98.65,48,16,6.85,few clouds
523,Elko,US,41.0002,-115.5012,91.42,15,100,10.0,overcast clouds
524,Garden City,US,42.3256,-83.331,76.39,72,75,1.01,broken clouds
525,Pizarro,CO,4.9533,-77.366,77.49,90,100,4.68,light rain
526,Espanola,US,35.9911,-106.0806,86.52,36,54,1.39,broken clouds
527,Sunland Park,US,31.7965,-106.58,97.25,25,0,6.91,clear sky
528,Batouri,CM,4.4333,14.3667,66.94,98,60,2.33,broken clouds
529,Muisne,EC,0.6,-80.0333,73.78,85,100,8.05,overcast clouds
530,Turmalina,BR,-17.2856,-42.73,62.74,65,85,3.02,overcast clouds
531,Antalaha,MG,-14.9003,50.2788,66.83,89,61,8.23,light rain
532,Olinda,BR,-8.0089,-34.8553,78.53,78,20,11.5,few clouds
533,Pecos,US,31.4229,-103.4932,97.63,21,0,4.61,clear sky
534,Dongsheng,CN,39.8161,109.9776,78.84,29,0,18.01,clear sky
535,Buala,SB,-8.145,159.5921,82.08,80,94,11.41,light rain
536,Xining,CN,36.6167,101.7667,70.0,35,4,2.15,clear sky
537,Camacha,PT,33.0833,-16.3333,65.62,68,75,9.22,broken clouds
538,Syracuse,IT,37.0881,15.2792,80.31,66,0,6.38,clear sky
539,Ballina,AU,-28.8667,153.5667,69.01,74,100,12.03,overcast clouds
540,Burla,IN,21.5,83.8667,79.27,87,100,3.67,overcast clouds
541,Santa Rosa,PH,14.3122,121.1114,84.11,84,100,2.08,moderate rain
542,Dire Dawa,ET,9.5931,41.8661,69.35,69,33,11.86,light rain
543,Hutchinson,US,38.0608,-97.9298,93.72,31,94,12.5,overcast clouds
544,Gornopravdinsk,RU,60.05,69.9,58.35,68,100,2.71,overcast clouds
545,Tateyama,JP,34.9833,139.8667,80.1,81,100,10.18,overcast clouds
546,Belyy Yar,RU,53.6039,91.3903,62.49,82,40,11.18,light rain
547,High Rock,BS,26.6208,-78.2833,82.42,71,92,11.39,overcast clouds
548,Chas,IN,23.6333,86.1667,81.61,80,100,6.78,overcast clouds
549,Kirakira,SB,-10.4544,161.9205,83.05,76,95,11.3,light rain
550,Bundaberg,AU,-24.85,152.35,65.21,71,0,5.01,clear sky
551,Hirara,JP,24.8,125.2833,84.47,80,44,16.06,scattered clouds
552,Cibitoke,BI,-2.8833,29.25,58.28,82,15,3.71,few clouds
553,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.44,38,0,3.78,clear sky
554,Iquique,CL,-20.2208,-70.1431,59.04,77,15,5.59,few clouds
555,Shakiso,ET,5.75,38.9167,58.23,95,100,1.07,light rain
556,Nanpara,IN,27.8667,81.5,87.8,60,49,11.54,scattered clouds
557,Paamiut,GL,61.994,-49.6678,42.04,93,100,5.84,overcast clouds
558,Oktyabrskiy,RU,54.4815,53.471,58.55,95,6,3.96,clear sky
559,Fairbanks,US,64.8378,-147.7164,83.08,43,75,3.44,smoke
560,Exu,BR,-7.5119,-39.7242,68.32,95,91,7.74,overcast clouds
561,Conakry,GN,9.538,-13.6773,78.94,83,100,5.68,light rain
562,Ferkessedougou,CI,9.6,-5.2,73.56,91,100,4.03,overcast clouds
563,Alugan,PH,12.2188,125.4808,82.6,74,100,1.16,moderate rain
564,Porto Nacional,BR,-10.7081,-48.4172,75.2,42,0,1.7,clear sky
565,Praia,CV,14.9215,-23.5087,75.74,78,20,14.97,few clouds
566,Huarmey,PE,-10.0681,-78.1522,62.28,84,67,8.03,broken clouds
567,Murzzuschlag,AT,47.6,15.6833,57.88,83,47,3.18,scattered clouds
568,Rio Grande,BR,-32.035,-52.0986,60.91,99,100,8.32,overcast clouds
569,Gamba,GA,-2.65,10.0,70.36,88,100,5.21,overcast clouds
570,Lucea,JM,18.451,-78.1736,84.06,78,6,10.0,clear sky
571,Sao Borja,BR,-28.6606,-56.0044,68.95,69,100,8.25,overcast clouds
572,Hobyo,SO,5.3505,48.5268,76.6,77,76,24.79,broken clouds
573,Belaya Gora,RU,68.5333,146.4167,58.46,52,100,13.96,overcast clouds
574,Bayir,TR,37.2687,28.2167,64.92,57,0,5.41,clear sky
575,San Ramon,US,37.7799,-121.978,76.53,63,0,17.27,clear sky
576,Sistranda,NO,63.7256,8.834,49.96,83,100,25.37,overcast clouds
577,Usinsk,RU,65.9939,57.5281,65.75,79,24,9.24,light rain
578,Songjianghe,CN,42.1859,127.479,68.52,98,100,4.21,moderate rain
579,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,100,13.8,overcast clouds
580,Ziro,IN,27.6333,93.8333,61.54,93,74,0.58,broken clouds
581,Kichera,RU,55.9375,110.0997,63.82,60,100,3.13,overcast clouds
582,Visby,SE,57.6409,18.296,62.82,59,12,10.36,few clouds
583,Stephenville,US,32.2207,-98.2023,99.39,27,40,10.36,scattered clouds
584,Chemal,RU,51.4111,86.005,61.27,69,100,4.85,overcast clouds
585,Rovaniemi,FI,66.5,25.7167,53.01,87,0,5.75,clear sky
586,Nordfjordeid,NO,61.9063,5.9915,52.48,71,100,12.66,overcast clouds
587,Lamar,US,33.6668,-95.5836,96.98,37,34,6.91,scattered clouds
588,Beloha,MG,-25.1667,45.05,62.74,74,0,2.21,clear sky
589,Malakal,SS,9.5334,31.6605,77.97,65,100,3.62,overcast clouds
590,Rumoi,JP,43.9344,141.6428,76.15,75,30,1.45,scattered clouds
591,Namibe,AO,-15.1961,12.1522,65.5,83,0,3.83,clear sky
592,Aguada De Pasajeros,CU,22.385,-80.8508,77.59,85,19,4.43,few clouds
593,Meulaboh,ID,4.1363,96.1285,78.98,80,64,2.24,broken clouds
594,Taltal,CL,-25.4,-70.4833,59.27,64,7,5.44,clear sky
595,Setermoen,NO,68.861,18.3486,52.43,81,63,4.0,broken clouds
596,Alamos,MX,27.0167,-108.9333,87.98,55,66,7.36,broken clouds
597,Daru,PG,-9.0763,143.2092,79.97,89,71,13.67,broken clouds
598,Manakara,MG,-22.1333,48.0167,63.12,87,51,3.71,broken clouds
599,Brownfield,US,33.1812,-102.2744,91.69,27,37,11.18,scattered clouds
600,Tommot,RU,58.9564,126.2925,76.71,70,100,11.92,overcast clouds
601,Colquechaca,BO,-18.6667,-66.0167,35.69,30,18,2.64,few clouds
602,Westport,US,41.1415,-73.3579,79.18,77,10,1.01,clear sky
603,Quatre Cocos,MU,-20.2078,57.7625,69.91,66,100,16.87,overcast clouds
604,Minden,DE,52.2833,8.9167,59.34,88,75,10.36,light rain
605,Farmington,US,36.7281,-108.2187,88.77,21,0,4.0,clear sky
606,Jaciara,BR,-15.9653,-54.9683,68.13,42,1,3.04,clear sky
607,Hillsborough,US,37.5741,-122.3794,76.44,68,40,14.97,scattered clouds
608,Sunbury,AU,-37.5833,144.7333,52.92,78,20,13.8,few clouds
609,Uige,AO,-7.6087,15.0613,60.75,54,33,2.26,scattered clouds
610,Cache Creek,CA,50.8101,-121.3246,80.91,37,99,9.1,overcast clouds
611,Matagami,CA,49.7502,-77.6328,66.31,42,75,5.75,broken clouds
612,Bergen,NO,60.392,5.328,55.08,87,20,17.27,few clouds
613,Kushmurun,KZ,52.4503,64.6311,55.69,82,45,7.23,scattered clouds
614,Deloraine,AU,-41.5333,146.6667,47.19,15,56,3.0,broken clouds
615,Rincon,US,32.296,-81.2354,85.96,77,46,1.01,scattered clouds
616,Alice Springs,AU,-23.7,133.8833,51.35,35,0,0.0,clear sky
617,Labytnangi,RU,66.6572,66.4183,58.17,83,60,1.7,broken clouds
618,Yeppoon,AU,-23.1333,150.7333,60.58,57,0,8.81,clear sky
619,Benjamin Hill,MX,30.1667,-111.1,93.69,21,0,7.49,clear sky
620,Alofi,NU,-19.0595,-169.9187,78.69,57,75,18.41,broken clouds
621,Buraydah,SA,26.326,43.975,82.85,17,6,9.19,clear sky
622,Agudos,BR,-22.4692,-48.9875,73.65,59,0,0.0,clear sky
623,Yumen,CN,40.2833,97.2,71.31,27,0,10.92,clear sky
624,Puerto Escondido,MX,15.85,-97.0667,83.23,69,40,3.44,scattered clouds
625,Svetlogorsk,BY,52.6333,29.7333,57.2,88,100,10.2,overcast clouds
626,Florianopolis,BR,-27.6146,-48.5012,65.43,85,0,11.5,clear sky
627,Kandalaksha,RU,67.162,32.4123,56.68,66,99,7.7,overcast clouds
628,Wodonga,AU,-36.1167,146.8833,44.96,100,0,3.06,clear sky
629,Bambanglipuro,ID,-7.95,110.2833,79.09,78,19,7.63,few clouds
630,Roebourne,AU,-20.7833,117.1333,63.23,22,5,16.98,clear sky
631,Coroico,BO,-16.1889,-67.7271,61.7,84,94,1.97,overcast clouds
632,Zeya,RU,53.75,127.2667,67.71,96,100,9.46,light rain
633,Arica,CL,-18.475,-70.3042,61.03,72,100,4.61,overcast clouds
634,Kapuskasing,CA,49.4169,-82.4331,69.8,40,20,3.44,few clouds
635,Acapulco,MX,16.8634,-99.8901,81.84,80,100,3.62,overcast clouds
636,Chernyshevskiy,RU,63.0128,112.4714,67.44,43,59,7.2,broken clouds
637,Ust-Ordynskiy,RU,52.805,104.7508,67.24,59,51,8.23,broken clouds
638,Qingdao,CN,36.0986,120.3719,74.8,94,100,15.66,overcast clouds
639,Harper,LR,4.375,-7.7169,75.69,83,75,8.39,broken clouds
640,Asau,RO,46.4333,26.4,59.92,97,100,3.94,overcast clouds
641,Aksarka,RU,66.5606,67.7975,60.15,77,16,4.54,few clouds
642,Condado,CU,21.8767,-79.8403,78.12,86,8,5.97,clear sky
643,Kati,ML,12.7441,-8.0726,80.01,74,28,2.91,scattered clouds
644,Blagoveshchenka,RU,52.8333,79.8667,60.26,78,56,6.89,broken clouds
645,Yerbogachen,RU,61.2767,108.0108,66.63,52,0,6.93,clear sky
646,Salalah,OM,17.0151,54.0924,78.3,95,100,11.3,light rain
647,Blythe,US,33.6103,-114.5964,104.04,14,0,12.21,clear sky
648,Teguldet,RU,57.3064,88.1667,60.62,94,90,2.04,overcast clouds
649,San Francisco,US,37.7749,-122.4194,76.1,75,40,17.0,scattered clouds
650,Gorontalo,ID,0.5412,123.0595,82.44,73,100,2.48,overcast clouds
651,Ulladulla,AU,-35.35,150.4667,58.3,73,78,11.54,broken clouds
652,Tual,ID,-5.6667,132.75,78.58,79,100,16.84,overcast clouds
653,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,77.9,77,98,2.17,overcast clouds
654,Jalingo,NG,8.8833,11.3667,74.55,86,100,3.2,overcast clouds
655,Tongliao,CN,43.6125,122.2653,78.31,64,5,8.1,clear sky
656,Rehoboth,NA,-23.3167,17.0833,51.39,39,0,2.57,clear sky
657,Yumbel,CL,-37.0833,-72.5667,40.71,94,79,4.45,broken clouds
658,Kathmandu,NP,27.7167,85.3167,73.62,94,75,2.3,broken clouds
659,Ostersund,SE,63.1792,14.6357,48.65,76,75,19.57,broken clouds
660,Oskarshamn,SE,57.2645,16.4484,46.98,77,92,7.02,overcast clouds
